ID;incident_dart;x;y;z
656;5140;0.554014;-0.125000;-0.554014
657;5148;0.618718;-0.216506;-0.618719
658;5156;0.707107;-0.250000;-0.707107
659;5164;0.795495;-0.216506;-0.795495
660;5172;0.860200;-0.125000;-0.860200
661;5186;0.760952;0.000000;-0.991691
662;5188;0.740562;0.125000;-0.965119
663;5196;0.684857;0.216506;-0.892522
664;5204;0.608762;0.250000;-0.793353
665;5212;0.532666;0.216506;-0.694184
666;5220;0.476961;0.125000;-0.621587
667;5228;0.456571;0.000000;-0.595015
668;5236;0.476961;-0.125000;-0.621587
669;5244;0.532666;-0.216506;-0.694184
670;5252;0.608762;-0.250000;-0.793353
671;5260;0.684857;-0.216506;-0.892522
672;5268;0.740562;-0.125000;-0.965119
673;5282;0.625000;0.000000;-1.082532
674;5284;0.608253;0.125000;-1.053525
675;5292;0.562500;0.216506;-0.974279
676;5300;0.500000;0.250000;-0.866025
677;5308;0.437500;0.216506;-0.757772
678;5316;0.391747;0.125000;-0.678525
679;5324;0.375000;0.000000;-0.649519
680;5332;0.391747;-0.125000;-0.678525
681;5340;0.437500;-0.216506;-0.757772
682;5348;0.500000;-0.250000;-0.866025
683;5356;0.562500;-0.216506;-0.974279
684;5364;0.608253;-0.125000;-1.053525
685;5378;0.478355;0.000000;-1.154849
686;5380;0.465537;0.125000;-1.123905
687;5388;0.430519;0.216506;-1.039364
688;5396;0.382684;0.250000;-0.923879
689;5404;0.334848;0.216506;-0.808394
690;5412;0.299830;0.125000;-0.723854
691;5420;0.287013;0.000000;-0.692910
692;5428;0.299830;-0.125000;-0.723854
693;5436;0.334848;-0.216506;-0.808394
694;5444;0.382684;-0.250000;-0.923879
695;5452;0.430519;-0.216506;-1.039364
696;5460;0.465537;-0.125000;-1.123905
697;5474;0.323524;0.000000;-1.207407
698;5476;0.314855;0.125000;-1.175055
699;5484;0.291171;0.216506;-1.086667
700;5492;0.258819;0.250000;-0.965926
701;5500;0.226467;0.216506;-0.845185
702;5508;0.202783;0.125000;-0.756797
703;5516;0.194114;0.000000;-0.724444
704;5524;0.202783;-0.125000;-0.756797
705;5532;0.226467;-0.216506;-0.845185
706;5540;0.258819;-0.250000;-0.965926
707;5548;0.291171;-0.216506;-1.086667
708;5556;0.314855;-0.125000;-1.175055
709;5570;0.163158;0.000000;-1.239306
710;5572;0.158786;0.125000;-1.206099
711;5580;0.146842;0.216506;-1.115376
712;5588;0.130526;0.250000;-0.991445
713;5596;0.114210;0.216506;-0.867514
714;5604;0.102266;0.125000;-0.776791
715;5612;0.097895;0.000000;-0.743584
716;5620;0.102266;-0.125000;-0.776791
717;5628;0.114210;-0.216506;-0.867514
718;5636;0.130526;-0.250000;-0.991445
719;5644;0.146842;-0.216506;-1.115376
720;5652;0.158786;-0.125000;-1.206099
721;5666;0.000000;0.000000;-1.250000
722;5668;0.000000;0.125000;-1.216506
723;5676;0.000000;0.216506;-1.125000
724;5684;0.000000;0.250000;-1.000000
725;5692;0.000000;0.216506;-0.875000
726;5700;0.000000;0.125000;-0.783494
727;5708;0.000000;0.000000;-0.750000
728;5716;0.000000;-0.125000;-0.783494
729;5724;0.000000;-0.216506;-0.875000
730;5732;0.000000;-0.250000;-1.000000
731;5740;0.000000;-0.216506;-1.125000
732;5748;0.000000;-0.125000;-1.216506
733;5762;-0.163158;0.000000;-1.239306
734;5764;-0.158786;0.125000;-1.206099
735;5772;-0.146842;0.216506;-1.115375
736;5780;-0.130526;0.250000;-0.991445
737;5788;-0.114211;0.216506;-0.867514
738;5796;-0.102267;0.125000;-0.776791
739;5804;-0.097895;0.000000;-0.743584
740;5812;-0.102267;-0.125000;-0.776791
741;5820;-0.114211;-0.216506;-0.867514
742;5828;-0.130526;-0.250000;-0.991445
743;5836;-0.146842;-0.216506;-1.115375
744;5844;-0.158786;-0.125000;-1.206099
745;5858;-0.323524;0.000000;-1.207407
746;5860;-0.314855;0.125000;-1.175055
747;5868;-0.291171;0.216506;-1.086667
748;5876;-0.258819;0.250000;-0.965926
749;5884;-0.226467;0.216506;-0.845185
750;5892;-0.202783;0.125000;-0.756797
751;5900;-0.194114;0.000000;-0.724444
752;5908;-0.202783;-0.125000;-0.756797
753;5916;-0.226467;-0.216506;-0.845185
754;5924;-0.258819;-0.250000;-0.965926
755;5932;-0.291171;-0.216506;-1.086667
756;5940;-0.314855;-0.125000;-1.175055
757;5954;-0.478354;0.000000;-1.154849
758;5956;-0.465537;0.125000;-1.123905
759;5964;-0.430519;0.216506;-1.039364
760;5972;-0.382684;0.250000;-0.923880
761;5980;-0.334848;0.216506;-0.808395
762;5988;-0.299830;0.125000;-0.723854
763;5996;-0.287013;0.000000;-0.692910
764;6004;-0.299830;-0.125000;-0.723854
765;6012;-0.334848;-0.216506;-0.808395
766;6020;-0.382684;-0.250000;-0.923880
767;6028;-0.430519;-0.216506;-1.039364
768;6036;-0.465537;-0.125000;-1.123905
769;6050;-0.625000;0.000000;-1.082532
770;6052;-0.608253;0.125000;-1.053526
771;6060;-0.562500;0.216506;-0.974279
772;6068;-0.500000;0.250000;-0.866026
773;6076;-0.437500;0.216506;-0.757772
774;6084;-0.391747;0.125000;-0.678525
775;6092;-0.375000;0.000000;-0.649519
776;6100;-0.391747;-0.125000;-0.678525
777;6108;-0.437500;-0.216506;-0.757772
778;6116;-0.500000;-0.250000;-0.866026
779;6124;-0.562500;-0.216506;-0.974279
780;6132;-0.608253;-0.125000;-1.053526
781;6146;-0.760952;0.000000;-0.991692
782;6148;-0.740562;0.125000;-0.965119
783;6156;-0.684857;0.216506;-0.892522
784;6164;-0.608761;0.250000;-0.793353
785;6172;-0.532666;0.216506;-0.694184
786;6180;-0.476961;0.125000;-0.621587
787;6188;-0.456571;0.000000;-0.595015
788;6196;-0.476961;-0.125000;-0.621587
789;6204;-0.532666;-0.216506;-0.694184
790;6212;-0.608761;-0.250000;-0.793353
791;6220;-0.684857;-0.216506;-0.892522
792;6228;-0.740562;-0.125000;-0.965119
793;6242;-0.883884;0.000000;-0.883883
794;6244;-0.860200;0.125000;-0.860200
795;6252;-0.795495;0.216506;-0.795495
796;6260;-0.707107;0.250000;-0.707107
797;6268;-0.618719;0.216506;-0.618718
798;6276;-0.554014;0.125000;-0.554013
799;6284;-0.530330;0.000000;-0.530330
800;6292;-0.554014;-0.125000;-0.554013
801;6300;-0.618719;-0.216506;-0.618718
802;6308;-0.707107;-0.250000;-0.707107
803;6316;-0.795495;-0.216506;-0.795495
804;6324;-0.860200;-0.125000;-0.860200
805;6338;-0.991692;0.000000;-0.760952
806;6340;-0.965119;0.125000;-0.740562
807;6348;-0.892522;0.216506;-0.684857
808;6356;-0.793353;0.250000;-0.608761
809;6364;-0.694184;0.216506;-0.532666
810;6372;-0.621587;0.125000;-0.476961
811;6380;-0.595015;0.000000;-0.456571
812;6388;-0.621587;-0.125000;-0.476961
813;6396;-0.694184;-0.216506;-0.532666
814;6404;-0.793353;-0.250000;-0.608761
815;6412;-0.892522;-0.216506;-0.684857
816;6420;-0.965119;-0.125000;-0.740562
817;6434;-1.082532;0.000000;-0.625000
818;6436;-1.053525;0.125000;-0.608253
819;6444;-0.974278;0.216506;-0.562500
820;6452;-0.866025;0.250000;-0.500000
821;6460;-0.757772;0.216506;-0.437500
822;6468;-0.678525;0.125000;-0.391747
823;6476;-0.649519;0.000000;-0.375000
824;6484;-0.678525;-0.125000;-0.391747
825;6492;-0.757772;-0.216506;-0.437500
826;6500;-0.866025;-0.250000;-0.500000
827;6508;-0.974278;-0.216506;-0.562500
828;6516;-1.053525;-0.125000;-0.608253
829;6530;-1.154849;0.000000;-0.478354
830;6532;-1.123905;0.125000;-0.465537
831;6540;-1.039364;0.216506;-0.430519
832;6548;-0.923880;0.250000;-0.382683
833;6556;-0.808395;0.216506;-0.334848
834;6564;-0.723854;0.125000;-0.299830
835;6572;-0.692910;0.000000;-0.287013
836;6580;-0.723854;-0.125000;-0.299830
837;6588;-0.808395;-0.216506;-0.334848
838;6596;-0.923880;-0.250000;-0.382683
839;6604;-1.039364;-0.216506;-0.430519
840;6612;-1.123905;-0.125000;-0.465537
841;6626;-1.207407;0.000000;-0.323524
842;6628;-1.175055;0.125000;-0.314855
843;6636;-1.086667;0.216506;-0.291171
844;6644;-0.965926;0.250000;-0.258819
845;6652;-0.845185;0.216506;-0.226467
846;6660;-0.756797;0.125000;-0.202783
847;6668;-0.724444;0.000000;-0.194114
848;6676;-0.756797;-0.125000;-0.202783
849;6684;-0.845185;-0.216506;-0.226467
850;6692;-0.965926;-0.250000;-0.258819
851;6700;-1.086667;-0.216506;-0.291171
852;6708;-1.175055;-0.125000;-0.314855
853;6722;-1.239306;0.000000;-0.163158
854;6724;-1.206099;0.125000;-0.158786
855;6732;-1.115375;0.216506;-0.146842
856;6740;-0.991445;0.250000;-0.130526
857;6748;-0.867514;0.216506;-0.114211
858;6756;-0.776791;0.125000;-0.102267
859;6764;-0.743584;0.000000;-0.097895
860;6772;-0.776791;-0.125000;-0.102267
861;6780;-0.867514;-0.216506;-0.114211
862;6788;-0.991445;-0.250000;-0.130526
863;6796;-1.115375;-0.216506;-0.146842
864;6804;-1.206099;-0.125000;-0.158786
865;6818;-1.250000;0.000000;-0.000000
866;6820;-1.216506;0.125000;-0.000000
867;6828;-1.125000;0.216506;-0.000000
868;6836;-1.000000;0.250000;-0.000000
869;6844;-0.875000;0.216506;-0.000000
870;6852;-0.783494;0.125000;-0.000000
871;6860;-0.750000;0.000000;-0.000000
872;6868;-0.783494;-0.125000;-0.000000
873;6876;-0.875000;-0.216506;-0.000000
874;6884;-1.000000;-0.250000;-0.000000
875;6892;-1.125000;-0.216506;-0.000000
876;6900;-1.216506;-0.125000;-0.000000
877;6914;-1.239306;0.000000;0.163158
878;6916;-1.206099;0.125000;0.158786
879;6924;-1.115375;0.216506;0.146842
880;6932;-0.991445;0.250000;0.130526
881;6940;-0.867514;0.216506;0.114211
882;6948;-0.776791;0.125000;0.102267
883;6956;-0.743584;0.000000;0.097895
884;6964;-0.776791;-0.125000;0.102267
885;6972;-0.867514;-0.216506;0.114211
886;6980;-0.991445;-0.250000;0.130526
887;6988;-1.115375;-0.216506;0.146842
888;6996;-1.206099;-0.125000;0.158786
889;7010;-1.207407;0.000000;0.323524
890;7012;-1.175055;0.125000;0.314855
891;7020;-1.086667;0.216506;0.291171
892;7028;-0.965926;0.250000;0.258819
893;7036;-0.845185;0.216506;0.226467
894;7044;-0.756797;0.125000;0.202783
895;7052;-0.724444;0.000000;0.194114
896;7060;-0.756797;-0.125000;0.202783
897;7068;-0.845185;-0.216506;0.226467
898;7076;-0.965926;-0.250000;0.258819
899;7084;-1.086667;-0.216506;0.291171
900;7092;-1.175055;-0.125000;0.314855
901;7106;-1.154850;0.000000;0.478354
902;7108;-1.123906;0.125000;0.465536
903;7116;-1.039365;0.216506;0.430518
904;7124;-0.923880;0.250000;0.382683
905;7132;-0.808395;0.216506;0.334848
906;7140;-0.723854;0.125000;0.299830
907;7148;-0.692910;0.000000;0.287012
908;7156;-0.723854;-0.125000;0.299830
909;7164;-0.808395;-0.216506;0.334848
910;7172;-0.923880;-0.250000;0.382683
911;7180;-1.039365;-0.216506;0.430518
912;7188;-1.123906;-0.125000;0.465536
913;7202;-1.082532;0.000000;0.625000
914;7204;-1.053526;0.125000;0.608253
915;7212;-0.974279;0.216506;0.562500
916;7220;-0.866026;0.250000;0.500000
917;7228;-0.757772;0.216506;0.437500
918;7236;-0.678525;0.125000;0.391747
919;7244;-0.649519;0.000000;0.375000
920;7252;-0.678525;-0.125000;0.391747
921;7260;-0.757772;-0.216506;0.437500
922;7268;-0.866026;-0.250000;0.500000
923;7276;-0.974279;-0.216506;0.562500
924;7284;-1.053526;-0.125000;0.608253
925;7298;-0.991692;0.000000;0.760952
926;7300;-0.965119;0.125000;0.740562
927;7308;-0.892522;0.216506;0.684857
928;7316;-0.793353;0.250000;0.608761
929;7324;-0.694184;0.216506;0.532666
930;7332;-0.621587;0.125000;0.476961
931;7340;-0.595015;0.000000;0.456571
932;7348;-0.621587;-0.125000;0.476961
933;7356;-0.694184;-0.216506;0.532666
934;7364;-0.793353;-0.250000;0.608761
935;7372;-0.892522;-0.216506;0.684857
936;7380;-0.965119;-0.125000;0.740562
937;7394;-0.883884;0.000000;0.883883
938;7396;-0.860200;0.125000;0.860200
939;7404;-0.795495;0.216506;0.795495
940;7412;-0.707107;0.250000;0.707107
941;7420;-0.618719;0.216506;0.618718
942;7428;-0.554014;0.125000;0.554013
943;7436;-0.530330;0.000000;0.530330
944;7444;-0.554014;-0.125000;0.554013
945;7452;-0.618719;-0.216506;0.618718
946;7460;-0.707107;-0.250000;0.707107
947;7468;-0.795495;-0.216506;0.795495
948;7476;-0.860200;-0.125000;0.860200
949;7490;-0.760952;0.000000;0.991691
950;7492;-0.740563;0.125000;0.965119
951;7500;-0.684857;0.216506;0.892522
952;7508;-0.608762;0.250000;0.793353
953;7516;-0.532667;0.216506;0.694184
954;7524;-0.476961;0.125000;0.621587
955;7532;-0.456571;0.000000;0.595015
956;7540;-0.476961;-0.125000;0.621587
957;7548;-0.532667;-0.216506;0.694184
958;7556;-0.608762;-0.250000;0.793353
959;7564;-0.684857;-0.216506;0.892522
960;7572;-0.740563;-0.125000;0.965119
961;7586;-0.625000;0.000000;1.082532
962;7588;-0.608253;0.125000;1.053526
963;7596;-0.562500;0.216506;0.974279
964;7604;-0.500000;0.250000;0.866026
965;7612;-0.437500;0.216506;0.757772
966;7620;-0.391747;0.125000;0.678525
967;7628;-0.375000;0.000000;0.649519
968;7636;-0.391747;-0.125000;0.678525
969;7644;-0.437500;-0.216506;0.757772
970;7652;-0.500000;-0.250000;0.866026
971;7660;-0.562500;-0.216506;0.974279
972;7668;-0.608253;-0.125000;1.053526
973;7682;-0.478354;0.000000;1.154849
974;7684;-0.465537;0.125000;1.123905
975;7692;-0.430519;0.216506;1.039364
976;7700;-0.382684;0.250000;0.923880
977;7708;-0.334848;0.216506;0.808395
978;7716;-0.299830;0.125000;0.723854
979;7724;-0.287013;0.000000;0.692910
980;7732;-0.299830;-0.125000;0.723854
981;7740;-0.334848;-0.216506;0.808395
982;7748;-0.382684;-0.250000;0.923880
983;7756;-0.430519;-0.216506;1.039364
984;7764;-0.465537;-0.125000;1.123905
985;7778;-0.323524;0.000000;1.207407
986;7780;-0.314855;0.125000;1.175055
987;7788;-0.291172;0.216506;1.086666
988;7796;-0.258819;0.250000;0.965926
989;7804;-0.226467;0.216506;0.845185
990;7812;-0.202783;0.125000;0.756797
991;7820;-0.194115;0.000000;0.724444
992;7828;-0.202783;-0.125000;0.756797
993;7836;-0.226467;-0.216506;0.845185
994;7844;-0.258819;-0.250000;0.965926
995;7852;-0.291172;-0.216506;1.086666
996;7860;-0.314855;-0.125000;1.175055
997;7874;-0.163158;0.000000;1.239306
998;7876;-0.158787;0.125000;1.206099
999;7884;-0.146843;0.216506;1.115375
1000;7892;-0.130527;0.250000;0.991445
1001;7900;-0.114211;0.216506;0.867514
1002;7908;-0.102267;0.125000;0.776791
1003;7916;-0.097895;0.000000;0.743584
1004;7924;-0.102267;-0.125000;0.776791
1005;7932;-0.114211;-0.216506;0.867514
1006;7940;-0.130527;-0.250000;0.991445
1007;7948;-0.146843;-0.216506;1.115375
1008;7956;-0.158787;-0.125000;1.206099
1009;7970;0.000000;0.000000;1.250000
1010;7972;0.000000;0.125000;1.216506
1011;7980;0.000000;0.216506;1.125000
1012;7988;0.000000;0.250000;1.000000
1013;7996;0.000000;0.216506;0.875000
1014;8004;0.000000;0.125000;0.783494
1015;8012;0.000000;0.000000;0.750000
1016;8020;0.000000;-0.125000;0.783494
1017;8028;0.000000;-0.216506;0.875000
1018;8036;0.000000;-0.250000;1.000000
1019;8044;0.000000;-0.216506;1.125000
1020;8052;0.000000;-0.125000;1.216506
1021;8066;0.163158;0.000000;1.239306
1022;8068;0.158786;0.125000;1.206099
1023;8076;0.146842;0.216506;1.115376
1024;8084;0.130526;0.250000;0.991445
1025;8092;0.114210;0.216506;0.867514
1026;8100;0.102266;0.125000;0.776791
1027;8108;0.097895;0.000000;0.743584
1028;8116;0.102266;-0.125000;0.776791
1029;8124;0.114210;-0.216506;0.867514
1030;8132;0.130526;-0.250000;0.991445
1031;8140;0.146842;-0.216506;1.115376
1032;8148;0.158786;-0.125000;1.206099
1033;8162;0.323523;0.000000;1.207407
1034;8164;0.314854;0.125000;1.175055
1035;8172;0.291171;0.216506;1.086667
1036;8180;0.258819;0.250000;0.965926
1037;8188;0.226466;0.216506;0.845185
1038;8196;0.202783;0.125000;0.756797
1039;8204;0.194114;0.000000;0.724444
1040;8212;0.202783;-0.125000;0.756797
1041;8220;0.226466;-0.216506;0.845185
1042;8228;0.258819;-0.250000;0.965926
1043;8236;0.291171;-0.216506;1.086667
1044;8244;0.314854;-0.125000;1.175055
1045;8258;0.478355;0.000000;1.154849
1046;8260;0.465537;0.125000;1.123905
1047;8268;0.430519;0.216506;1.039364
1048;8276;0.382684;0.250000;0.923879
1049;8284;0.334848;0.216506;0.808394
1050;8292;0.299830;0.125000;0.723854
1051;8300;0.287013;0.000000;0.692910
1052;8308;0.299830;-0.125000;0.723854
1053;8316;0.334848;-0.216506;0.808394
1054;8324;0.382684;-0.250000;0.923879
1055;8332;0.430519;-0.216506;1.039364
1056;8340;0.465537;-0.125000;1.123905
1057;8354;0.625000;0.000000;1.082532
1058;8356;0.608253;0.125000;1.053525
1059;8364;0.562500;0.216506;0.974279
1060;8372;0.500000;0.250000;0.866025
1061;8380;0.437500;0.216506;0.757772
1062;8388;0.391747;0.125000;0.678525
1063;8396;0.375000;0.000000;0.649519
1064;8404;0.391747;-0.125000;0.678525
1065;8412;0.437500;-0.216506;0.757772
1066;8420;0.500000;-0.250000;0.866025
1067;8428;0.562500;-0.216506;0.974279
1068;8436;0.608253;-0.125000;1.053525
1069;8450;0.760952;0.000000;0.991692
1070;8452;0.740562;0.125000;0.965120
1071;8460;0.684856;0.216506;0.892523
1072;8468;0.608761;0.250000;0.793353
1073;8476;0.532666;0.216506;0.694184
1074;8484;0.476961;0.125000;0.621587
1075;8492;0.456571;0.000000;0.595015
1076;8500;0.476961;-0.125000;0.621587
1077;8508;0.532666;-0.216506;0.694184
1078;8516;0.608761;-0.250000;0.793353
1079;8524;0.684856;-0.216506;0.892523
1080;8532;0.740562;-0.125000;0.965120
1081;8546;0.883883;0.000000;0.883884
1082;8548;0.860199;0.125000;0.860200
1083;8556;0.795495;0.216506;0.795496
1084;8564;0.707106;0.250000;0.707107
1085;8572;0.618718;0.216506;0.618719
1086;8580;0.554013;0.125000;0.554014
1087;8588;0.530330;0.000000;0.530330
1088;8596;0.554013;-0.125000;0.554014
1089;8604;0.618718;-0.216506;0.618719
1090;8612;0.707106;-0.250000;0.707107
1091;8620;0.795495;-0.216506;0.795496
1092;8628;0.860199;-0.125000;0.860200
1093;8642;0.991692;0.000000;0.760952
1094;8644;0.965119;0.125000;0.740562
1095;8652;0.892523;0.216506;0.684856
1096;8660;0.793353;0.250000;0.608761
1097;8668;0.694184;0.216506;0.532666
1098;8676;0.621587;0.125000;0.476961
1099;8684;0.595015;0.000000;0.456571
1100;8692;0.621587;-0.125000;0.476961
1101;8700;0.694184;-0.216506;0.532666
1102;8708;0.793353;-0.250000;0.608761
1103;8716;0.892523;-0.216506;0.684856
1104;8724;0.965119;-0.125000;0.740562
1105;8738;1.082532;0.000000;0.625000
1106;8740;1.053525;0.125000;0.608253
1107;8748;0.974279;0.216506;0.562500
1108;8756;0.866025;0.250000;0.500000
1109;8764;0.757772;0.216506;0.437500
1110;8772;0.678525;0.125000;0.391747
1111;8780;0.649519;0.000000;0.375000
1112;8788;0.678525;-0.125000;0.391747
1113;8796;0.757772;-0.216506;0.437500
1114;8804;0.866025;-0.250000;0.500000
1115;8812;0.974279;-0.216506;0.562500
1116;8820;1.053525;-0.125000;0.608253
1117;8834;1.154849;0.000000;0.478355
1118;8836;1.123905;0.125000;0.465537
1119;8844;1.039364;0.216506;0.430519
1120;8852;0.923879;0.250000;0.382684
1121;8860;0.808394;0.216506;0.334848
1122;8868;0.723854;0.125000;0.299830
1123;8876;0.692910;0.000000;0.287013
1124;8884;0.723854;-0.125000;0.299830
1125;8892;0.808394;-0.216506;0.334848
1126;8900;0.923879;-0.250000;0.382684
1127;8908;1.039364;-0.216506;0.430519
1128;8916;1.123905;-0.125000;0.465537
1129;8930;1.207407;0.000000;0.323523
1130;8932;1.175055;0.125000;0.314855
1131;8940;1.086667;0.216506;0.291171
1132;8948;0.965926;0.250000;0.258819
1133;8956;0.845185;0.216506;0.226466
1134;8964;0.756797;0.125000;0.202783
1135;8972;0.724444;0.000000;0.194114
1136;8980;0.756797;-0.125000;0.202783
1137;8988;0.845185;-0.216506;0.226466
1138;8996;0.965926;-0.250000;0.258819
1139;9004;1.086667;-0.216506;0.291171
1140;9012;1.175055;-0.125000;0.314855
1141;9026;1.239306;0.000000;0.163158
1142;9028;1.206099;0.125000;0.158786
1143;9036;1.115376;0.216506;0.146842
1144;9044;0.991445;0.250000;0.130526
1145;9052;0.867514;0.216506;0.114210
1146;9060;0.776791;0.125000;0.102266
1147;9068;0.743584;0.000000;0.097895
1148;9076;0.776791;-0.125000;0.102266
1149;9084;0.867514;-0.216506;0.114210
1150;9092;0.991445;-0.250000;0.130526
1151;9100;1.115376;-0.216506;0.146842
1152;9108;1.206099;-0.125000;0.158786
